"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,4,9
"GM",384,1130,305,772
"Tolerant",1053,1044,221,540
"Vulnerable",211,224,11465,18684
"Unclassified",843,370,14379,31736
