"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,1,0,7
"GM",34156,514194,1137,7417
"Tolerant",540414,204673,1773,10400
"Vulnerable",669,2602,4751,3811
"Unclassified",28934,40993,4310,28188
