"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",507,97,227,356,469
"GM",0,0,1,24,1
"Tolerant",333,637,1063,302,205
"Vulnerable",137,3,259,48433,9817
"Unclassified",591,3,209,8224,15621
