"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",113,9,100,713
"GM",1,2,3,12
"Tolerant",557,1117,448,893
"Vulnerable",214,188,12898,13586
"Unclassified",567,327,13345,42426
