"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",140,124,0,0
"GM",94212,64059,3962,226
"Tolerant",43925,12755,2414,57
"Vulnerable",6454,3251,259,6
"Unclassified",231,54,0,37999
