"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",266608,14717,78574,11875,74370
"GM",10955,12524,12963,542,2202
"Tolerant",105433,44024,78538,1376,10680
"Vulnerable",1802,1713,524,24368,12933
"Unclassified",36745,5030,4203,17480,748072
