"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1445,3319,2134,5898
"Tolerant",3644,21384,28574,5704
"Vulnerable",599,22832,165514,28949
"Unclassified",4874,8671,43398,209326
