"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1424,1535,724,4360
"Tolerant",3058,18171,19132,7241
"Vulnerable",4061,27234,115868,51056
"Unclassified",23142,16849,68623,193787
