"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",7,0,3,3,22
"GM",4,114,54,5,19
"Tolerant",91,91,311,18,48
"Vulnerable",142,1,15,507,282
"Unclassified",1146,36,65,694,4248
