"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,5
"GM",11120,19103,85,2432
"Tolerant",19831,3283,109,2286
"Vulnerable",553,563,18335,21087
"Unclassified",4453,3211,17462,144787
