"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,1,85
"GM",19,49599,53397,607,11313
"Tolerant",7,63717,9663,688,7471
"Vulnerable",0,1889,692,60898,42212
"Unclassified",28,20736,10459,34691,212617
