"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",22151,9411,7749,7894
"Tolerant",10513,296647,172766,4926
"Vulnerable",2584,153459,438190,10797
"Unclassified",4372,11514,21470,127681
