"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2894,0,1584,930,7312
"Tolerant",6179,6,335633,141679,16254
"Vulnerable",6435,0,203248,286364,53139
"Unclassified",16268,0,25748,30251,168200
