"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,1,0,0
"GM",21494,400717,1794,29992
"Tolerant",399326,393967,6248,74581
"Vulnerable",636,12577,30889,31882
"Unclassified",5367,15619,8024,84993
