"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1844,31606,604,11764
"Tolerant",31587,76849,24741,18230
"Vulnerable",501,22700,97785,21658
"Unclassified",9945,18302,21913,211384
