"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",202420,731335,6795,5059
"Tolerant",722510,236112,32067,8642
"Vulnerable",16611,13118,53113,4466
"Unclassified",22360,9214,11605,302766
