"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",254,59285,7028,4097
"Tolerant",4963,245084,222952,28481
"Vulnerable",311,172575,50450,24234
"Unclassified",2367,44397,50780,254903
