"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",23,0,2325,306,654
"GM",0,10,4259,542,869
"Tolerant",261,4615,49598,9556,56692
"Vulnerable",11,34,14496,46222,57101
"Unclassified",69,43,10099,46900,182446
