"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",85922,9081,27671,11546
"Tolerant",5214,15949,16322,977
"Vulnerable",9606,30068,523513,16911
"Unclassified",2771,1871,41149,693317
