"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,7
"GM",1041,0,1,51
"Tolerant",0,0,0,22
"Vulnerable",0,2,369,1349
"Unclassified",6,17,1159,7000
