"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",70319,656253,493,7807
"GM",0,1,0,0
"Tolerant",563400,462229,12684,24548
"Vulnerable",11813,8986,13353,1495
"Unclassified",9851,26870,3448,354381
