"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",161602,22300,33154,20527,19171
"GM",10686,110485,96687,1143,4500
"Tolerant",25705,118755,37458,1183,1595
"Vulnerable",3102,2962,2005,54297,16018
"Unclassified",12429,7757,6857,42388,475952
