"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",7,152,87,27,3
"GM",179,80247,80542,246,105
"Tolerant",149,70886,6745,2759,24
"Vulnerable",0,37,670,130,18
"Unclassified",15,522,318,4,29087
