"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",100755,19194,8293,17202,66945
"GM",13657,89918,26973,44171,8704
"Tolerant",6842,46215,12867,23665,5716
"Vulnerable",13281,38608,21566,69810,22452
"Unclassified",33236,7424,3793,21322,217323
