"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",60,29,1,648
"GM",43869,679581,2340,57969
"Tolerant",637244,252243,2676,111658
"Vulnerable",1672,5667,7403,5654
"Unclassified",20982,32633,7185,53942
