"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",13,499,756,211,287
"GM",146,102592,172901,3051,8337
"Tolerant",118,196625,76281,3199,6245
"Vulnerable",29,3875,2961,21195,23676
"Unclassified",93,6798,9153,18672,121063
