"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1359,1399,4752,5192
"Tolerant",899,10621,10581,7062
"Vulnerable",581,15099,166996,35566
"Unclassified",1923,7261,43313,334456
