"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",37664,336588,11775,19543
"GM",0,0,1,0
"Tolerant",324048,91742,108833,21510
"Vulnerable",4303,142313,415444,38461
"Unclassified",12260,66536,80067,518369
