"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",10467,63595,18650,1481,64181
"GM",23040,1045805,124373,18061,68991
"Tolerant",13817,359072,84992,9884,56313
"Vulnerable",1871,116836,20985,11454,19203
"Unclassified",56883,116578,39154,2159,368710
