"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,1,7
"GM",0,0,0,1
"Tolerant",1,41,29,118
"Vulnerable",1,14,63,388
"Unclassified",3,333,544,1523
