"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",308,346,928,105,4408
"GM",1311,166021,477229,3693,27921
"Tolerant",2180,506843,235898,11120,28057
"Vulnerable",184,1968,13958,8364,15577
"Unclassified",5735,30625,68124,17455,226601
