"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",2251,60780,1389,8392
"GM",0,12,8,2
"Tolerant",46587,266334,70882,51840
"Vulnerable",1342,91792,61568,8693
"Unclassified",19912,79660,38313,166284
