"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,123,96,80,383
"GM",10,10235,115778,5713,6692
"Tolerant",165,110919,254973,40362,38412
"Vulnerable",54,3875,60310,109193,54387
"Unclassified",112,8801,52758,48650,214337
