"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",4823,9054,8167,1717
"Tolerant",4306,21202,11572,1789
"Vulnerable",2678,21960,730592,101285
"Unclassified",375,4664,90302,1153175
