"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,2
"GM",29617,495230,120,20416
"Tolerant",506670,281902,535,35910
"Vulnerable",265,2370,6254,4816
"Unclassified",8442,16600,1419,139554
