"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",153,76,1309,319,4159
"GM",399,8343,17570,1466,3236
"Tolerant",1378,4848,93380,12081,37178
"Vulnerable",545,2046,9328,41341,11190
"Unclassified",2080,1922,27881,9339,133431
