"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,137,80,177
"GM",0,0,0,1
"Tolerant",84,2460,771,537
"Vulnerable",277,902,63202,25082
"Unclassified",64,235,2764,62555
