"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",70939,30003,24249,21017
"Tolerant",9932,275134,208758,4276
"Vulnerable",13575,199061,405499,14044
"Unclassified",14381,6344,47600,182043
