"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,2,0,37
"GM",337,1750,227,37
"Tolerant",1172,4572,1153,346
"Vulnerable",800,2839,7856,1349
"Unclassified",330,852,6125,41798
