"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2685,2072,3172,4064,11288
"GM",706,26807,33339,7799,882
"Tolerant",1976,56496,38625,24095,5457
"Vulnerable",1481,10187,29412,41392,9422
"Unclassified",4531,5604,6783,8019,74829
