"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",16,518,118,23,20
"GM",640,121343,320212,4556,2202
"Tolerant",552,344893,79562,3865,2381
"Vulnerable",35,1913,3003,12792,304
"Unclassified",30,5478,2000,1245,58350
