"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",16104,1373,270,11808,39142
"GM",5320,26271,1284,91992,8709
"Tolerant",2709,595,179,3728,6788
"Vulnerable",2497,40233,1127,31836,5213
"Unclassified",27787,4945,661,21770,121367
