"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",134652,1800,5883,6011,191490
"GM",4019,3977,15096,7327,2371
"Tolerant",2986,1774,12147,16928,3940
"Vulnerable",4253,4881,12824,40817,8765
"Unclassified",210352,1141,6719,9196,625413
