"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,588,1686,459,47
"GM",62,25085,294126,1291,1235
"Tolerant",12,292570,114030,2540,1035
"Vulnerable",1,890,1159,10606,9619
"Unclassified",0,1622,1982,6097,42028
