"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,29,93,2,75
"GM",19,17058,275515,428,9514
"Tolerant",11,297731,185107,324,10910
"Vulnerable",6,507,687,1187,2812
"Unclassified",60,6314,12833,1524,30219
