"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,19,51,75,144
"GM",5,229,855,851,419
"Tolerant",34,1130,2973,2417,1611
"Vulnerable",60,397,3282,23776,7593
"Unclassified",105,794,1175,4731,38665
