"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",19557,42998,7215,30,10091
"GM",11353,865990,177941,19,26978
"Tolerant",1891,172566,63120,3,6234
"Vulnerable",710,1398,93,1,573
"Unclassified",4757,17795,2920,15,35945
