"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",188,0,533,506,3440
"GM",0,0,55,15,18
"Tolerant",414,66,6823,1410,7028
"Vulnerable",531,3,1785,20798,26870
"Unclassified",592,1,2103,4652,64406
