"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,69,75
"GM",0,0,9,3
"Tolerant",0,2,311,116
"Vulnerable",0,3,9601,3848
"Unclassified",3,41,25156,12068
