"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",45976,12072,14331,11315,3288
"GM",4242,26215,14188,10737,1233
"Tolerant",2283,10867,12657,7012,941
"Vulnerable",1768,10921,5715,17046,1367
"Unclassified",536,1586,1377,1975,95859
