"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",87627,55130,9890,4495,5174
"GM",46233,239529,259074,1286,3703
"Tolerant",13694,314567,46175,348,1697
"Vulnerable",397,365,96,243,1782
"Unclassified",1261,3053,1999,2251,98243
