"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",886,0,5701,843,244
"GM",19,0,345,29,7
"Tolerant",1529,2,14747,3665,505
"Vulnerable",2285,0,6133,90375,8442
"Unclassified",109,0,3047,8897,162005
