"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",350,2379,1182,2562
"GM",7,5,1,6
"Tolerant",3302,13982,2114,6763
"Vulnerable",312,1529,48638,28034
"Unclassified",665,4448,42617,150919
