"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,2,3
"GM",0,0,2,2
"Tolerant",0,19,43,43
"Vulnerable",3,136,21957,6426
"Unclassified",2,24,28810,13670
