"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,63,40,78,380
"GM",60,110273,192455,1541,13162
"Tolerant",35,181019,23843,2949,8062
"Vulnerable",3,3246,1141,55034,30122
"Unclassified",58,19826,9069,28540,232703
