"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",11353,4064,5969,2301
"GM",0,35,0,15
"Tolerant",918,8951,1433,799
"Vulnerable",20683,8795,11312,2319
"Unclassified",259,1169,3474,44165
