"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4,0,294,217,973
"GM",1,0,10,5,2
"Tolerant",27,9,2523,822,787
"Vulnerable",128,28,695,54459,37085
"Unclassified",283,31,837,27668,87325
