"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",131295,163206,9065,3199
"Tolerant",160847,3701,15354,673
"Vulnerable",10747,5057,24771,677
"Unclassified",17756,18015,1621,448381
