"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2502,67597,22140,46018,183
"GM",3930,546427,94535,34497,1973
"Tolerant",1132,111363,67505,14125,251
"Vulnerable",315,13460,6699,20336,262
"Unclassified",124,1833,336,1106,104753
