"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,37,45,64,139
"GM",29,16575,129584,2588,4958
"Tolerant",58,138234,138871,10753,13781
"Vulnerable",32,4466,17655,34086,24289
"Unclassified",106,4980,9209,13613,67827
