"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",21,26,296,167
"GM",27453,359907,3266,9858
"Tolerant",353816,193747,6001,12597
"Vulnerable",2133,6057,94291,56284
"Unclassified",7688,19892,36614,112880
