"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4,33,343,16,4
"GM",3,17758,323173,1451,884
"Tolerant",60,311171,305712,3825,1943
"Vulnerable",55,444,4275,19342,131
"Unclassified",219,1472,4978,1803,107794
