"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",8746,15069,3516,51,7587
"GM",14338,1581135,252389,239,30891
"Tolerant",1525,223130,53856,3,4383
"Vulnerable",877,2044,203,4,984
"Unclassified",4515,11566,2542,67,44785
