"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,2,2,9
"GM",7980,7774,70,1942
"Tolerant",9122,4257,98,2032
"Vulnerable",398,428,15952,24480
"Unclassified",5345,3913,17428,167148
